<SemiconductorModuleTests>
	<SequenceName>	<StepName>	<StepId>	<TestName>	<TestNumber>	<Pin>	<LowLimitExpression>	<HighLimitExpression>	<ComparisonType>	<ScalingFactor>	<Units>	<EvaluationType>	<FailBin>	<PublishedDataId>	<TestDataSource>	<DynamicPAT_Enabled>	<DynamicPAT_TestNumber>	<DynamicPAT_TestName>	<DynamicPAT_FailBin>	<DynamicPAT_LowLimit>	<DynamicPAT_HighLimit>	
	ADuM225_char_flow	func_50Mbps_1p9_1p7	ID#:cxttOrPt7xGyL6hZXyCkjD	tt_func_50Mbps_1p9_1p7	20000103							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_50Mbps_1p9_1p7	ID#:cxttOrPt7xGyL6hZXyCkjD	func_50Mbps_1p9_1p7	4521							Pass/Fail	17	func_50Mbps_1p9_1p7		False						
	ADuM225_char_flow	func_75MHz_1p9_1p7	ID#:dBttOrPt7xGyL6hZXyCkjD	tt_func_75MHz_1p9_1p7	20000104							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_75MHz_1p9_1p7	ID#:dBttOrPt7xGyL6hZXyCkjD	func_75MHz_1p9_1p7	4531							Pass/Fail	17	func_75MHz_1p9_1p7		False						
	ADuM225_char_flow	func_slow_speed_1p9_1p7	ID#:dRttOrPt7xGyL6hZXyCkjD	tt_func_slow_speed_1p9_1p7	20000105							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_slow_speed_1p9_1p7	ID#:dRttOrPt7xGyL6hZXyCkjD	func_slow_speed_1p9_1p7	4541							Pass/Fail	17	func_slow_speed_1p9_1p7		False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_1p9_1p7	ID#:dhttOrPt7xGyL6hZXyCkjD	tt_minimum_pulse_width_low_10M_1p9_1p7	20000106							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_1p9_1p7	ID#:dhttOrPt7xGyL6hZXyCkjD	PWL_VOA_1p9_1p7	4609		0.000000002	0.0000000133	GELE			Numeric Limit	15	PWL_VOA_1p9_1p7		False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_1p9_1p7	ID#:dhttOrPt7xGyL6hZXyCkjD	PWL_VOB_1p9_1p7			0.000000002	0.0000000133	GELE			Numeric Limit	15	PWL_VOB_1p9_1p7		False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_1p9_1p7	ID#:dxttOrPt7xGyL6hZXyCkjD	tt_minimum_pulse_width_high_10M_1p9_1p7	20000107							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_1p9_1p7	ID#:dxttOrPt7xGyL6hZXyCkjD	PWH_VOA_1p9_1p7	4613		0.000000002	0.0000000133	GELE			Numeric Limit	15	PWH_VOA_1p9_1p7		False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_1p9_1p7	ID#:dxttOrPt7xGyL6hZXyCkjD	PWH_VOB_1p9_1p7			0.000000002	0.0000000133	GELE			Numeric Limit	15	PWH_VOB_1p9_1p7		False						
	ADuM225_char_flow	input_output_levels_1p9_1p7	ID#:eBttOrPt7xGyL6hZXyCkjD	tt_input_output_levels_1p9_1p7	20000108							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	input_output_levels_1p9_1p7	ID#:eBttOrPt7xGyL6hZXyCkjD	VOL_20uA	4631		0	0.1	GELE			Numeric Limit	11	VOL_20uA		False						
	ADuM225_char_flow	input_output_levels_1p9_1p7	ID#:eBttOrPt7xGyL6hZXyCkjD	VOL_2mA			0	0.4	GELE			Numeric Limit	11	VOL_2mA		False						
	ADuM225_char_flow	input_output_levels_1p9_1p7	ID#:eBttOrPt7xGyL6hZXyCkjD	VOL_4mA			0	0.4	GELE			Numeric Limit	11	VOL_4mA		False						
	ADuM225_char_flow	input_output_levels_1p9_1p7	ID#:eBttOrPt7xGyL6hZXyCkjD	VOH_20uA			_VDD2-0.1	_VDD2+0.1	GELE			Numeric Limit	11	VOH_20uA		False						
	ADuM225_char_flow	input_output_levels_1p9_1p7	ID#:eBttOrPt7xGyL6hZXyCkjD	VOH_2mA			_VDD2-0.4	_VDD2+0.1	GELE			Numeric Limit	11	VOH_2mA		False						
	ADuM225_char_flow	input_output_levels_1p9_1p7	ID#:eBttOrPt7xGyL6hZXyCkjD	VOH_4mA			_VDD2-0.4	_VDD2+0.1	GELE			Numeric Limit	11	VOH_4mA		False						
	ADuM225_char_flow	vil_vih_1p9_1p7	ID#:eRttOrPt7xGyL6hZXyCkjD	tt_vil_vih_1p9_1p7	20000109							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	vil_vih_1p9_1p7	ID#:eRttOrPt7xGyL6hZXyCkjD	VIA_vil	4651		_VDD1*0.3	_VDD1/2	GELE			Numeric Limit	17	VIA_vil		False						
	ADuM225_char_flow	vil_vih_1p9_1p7	ID#:eRttOrPt7xGyL6hZXyCkjD	VIB_vil			_VDD1*0.3	_VDD1/2	GELE			Numeric Limit	17	VIB_vil		False						
	ADuM225_char_flow	vil_vih_1p9_1p7	ID#:eRttOrPt7xGyL6hZXyCkjD	VIA_vih			_VDD1/2	_VDD1*0.7	GELE			Numeric Limit	17	VIA_vih		False						
	ADuM225_char_flow	vil_vih_1p9_1p7	ID#:eRttOrPt7xGyL6hZXyCkjD	VIB_vih			_VDD1/2	_VDD1*0.7	GELE			Numeric Limit	17	VIB_vih		False						
	ADuM225_char_flow	LEAKAGE_1p9_1p7	ID#:ehttOrPt7xGyL6hZXyCkjD	tt_LEAKAGE_1p9_1p7	20000110							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	LEAKAGE_1p9_1p7	ID#:ehttOrPt7xGyL6hZXyCkjD	Iin_low_VDD1	4695		-0.000001	0.000001	GELE			Numeric Limit	13	Iin_low_VDD1		False						
	ADuM225_char_flow	LEAKAGE_1p9_1p7	ID#:ehttOrPt7xGyL6hZXyCkjD	Iin_high_VDD1			-0.000001	0.000001	GELE			Numeric Limit	13	Iin_high_VDD1		False						
	ADuM225_char_flow	idle_supply_current_N0_2p25_2p25	ID#:exttOrPt7xGyL6hZXyCkjD	tt_idle_supply_current_N0_2p25_2p25	20000111							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	idle_supply_current_N0_2p25_2p25	ID#:exttOrPt7xGyL6hZXyCkjD	IDD_VDD1_high_2p25_2p25	5202		0.003	0.0095	GELE			Numeric Limit	7	IDD_VDD1_high_2p25_2p25		False						
	ADuM225_char_flow	idle_supply_current_N0_2p25_2p25	ID#:exttOrPt7xGyL6hZXyCkjD	IDD_VDD2_high_2p25_2p25			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_high_2p25_2p25		False						
	ADuM225_char_flow	idle_supply_current_N0_2p25_2p25	ID#:exttOrPt7xGyL6hZXyCkjD	IDD_VDD1_low_2p25_2p25			0.0005	0.0012	GELE			Numeric Limit	7	IDD_VDD1_low_2p25_2p25		False						
	ADuM225_char_flow	idle_supply_current_N0_2p25_2p25	ID#:exttOrPt7xGyL6hZXyCkjD	IDD_VDD2_low_2p25_2p25			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_low_2p25_2p25		False						
	ADuM225_char_flow	idle_supply_current_N1_2p25_2p25	ID#:fBttOrPt7xGyL6hZXyCkjD	tt_idle_supply_current_N1_2p25_2p25	20000112							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	idle_supply_current_N1_2p25_2p25	ID#:fBttOrPt7xGyL6hZXyCkjD	IDD_VDD1_high_2p25_2p25	5209		0.0005	0.0012	GELE			Numeric Limit	7	IDD_VDD1_high_2p25_2p25		False						
	ADuM225_char_flow	idle_supply_current_N1_2p25_2p25	ID#:fBttOrPt7xGyL6hZXyCkjD	IDD_VDD2_high_2p25_2p25			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_high_2p25_2p25		False						
	ADuM225_char_flow	idle_supply_current_N1_2p25_2p25	ID#:fBttOrPt7xGyL6hZXyCkjD	IDD_VDD1_low_2p25_2p25			0.003	0.0095	GELE			Numeric Limit	7	IDD_VDD1_low_2p25_2p25		False						
	ADuM225_char_flow	idle_supply_current_N1_2p25_2p25	ID#:fBttOrPt7xGyL6hZXyCkjD	IDD_VDD2_low_2p25_2p25			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_low_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_1Mbps_2p25_2p25	ID#:fRttOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_1Mbps_2p25_2p25	20000113							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_1Mbps_2p25_2p25	ID#:fRttOrPt7xGyL6hZXyCkjD	IDD_1MB_VDD1_2p25_2p25	5221		0.0005	0.0062	GELE			Numeric Limit	9	IDD_1MB_VDD1_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_1Mbps_2p25_2p25	ID#:fRttOrPt7xGyL6hZXyCkjD	IDD_1MB_VDD2_2p25_2p25			0.0005	0.0019	GELE			Numeric Limit	9	IDD_1MB_VDD2_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_10Mbps_2p25_2p25	ID#:fhttOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_10Mbps_2p25_2p25	20000114							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_10Mbps_2p25_2p25	ID#:fhttOrPt7xGyL6hZXyCkjD	IDD_10MB_VDD1_2p25_2p25	5229		0.0005	0.0066	GELE			Numeric Limit	9	IDD_10MB_VDD1_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_10Mbps_2p25_2p25	ID#:fhttOrPt7xGyL6hZXyCkjD	IDD_10MB_VDD2_2p25_2p25			0.0005	0.0028	GELE			Numeric Limit	9	IDD_10MB_VDD2_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_25Mbps_2p25_2p25	ID#:fxttOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_25Mbps_2p25_2p25	20000115							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_25Mbps_2p25_2p25	ID#:fxttOrPt7xGyL6hZXyCkjD	IDD_25MB_VDD1_2p25_2p25	5237		0.0005	0.0066	GELE			Numeric Limit	9	IDD_25MB_VDD1_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_25Mbps_2p25_2p25	ID#:fxttOrPt7xGyL6hZXyCkjD	IDD_25MB_VDD2_2p25_2p25			0.0005	0.0028	GELE			Numeric Limit	9	IDD_25MB_VDD2_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_100Mbps_2p25_2p25	ID#:gBttOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_100Mbps_2p25_2p25	20000116							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_100Mbps_2p25_2p25	ID#:gBttOrPt7xGyL6hZXyCkjD	IDD_100MB_VDD1_2p25_2p25	5245		0.0005	0.009	GELE			Numeric Limit	9	IDD_100MB_VDD1_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_100Mbps_2p25_2p25	ID#:gBttOrPt7xGyL6hZXyCkjD	IDD_100MB_VDD2_2p25_2p25			0.0005	0.0058	GELE			Numeric Limit	9	IDD_100MB_VDD2_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_75MHz_2p25_2p25	ID#:gRttOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_75MHz_2p25_2p25	20000117							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_75MHz_2p25_2p25	ID#:gRttOrPt7xGyL6hZXyCkjD	IDD_75MHz_VDD1_2p25_2p25	5253		0.0005	0.022	GELE			Numeric Limit	9	IDD_75MHz_VDD1_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_75MHz_2p25_2p25	ID#:gRttOrPt7xGyL6hZXyCkjD	IDD_75MHz_VDD2_2p25_2p25			0.0005	0.048	GELE			Numeric Limit	9	IDD_75MHz_VDD2_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_100MHz_2p25_2p25	ID#:ghttOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_100MHz_2p25_2p25	20000118							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_100MHz_2p25_2p25	ID#:ghttOrPt7xGyL6hZXyCkjD	IDD_100MHz_VDD1_2p25_2p25	5261		0.0005	0.035	GELE			Numeric Limit	9	IDD_100MHz_VDD1_2p25_2p25		False						
	ADuM225_char_flow	dynamic_supply_current_100MHz_2p25_2p25	ID#:ghttOrPt7xGyL6hZXyCkjD	IDD_100MHz_VDD2_2p25_2p25			0.0005	0.035	GELE			Numeric Limit	9	IDD_100MHz_VDD2_2p25_2p25		False						
	ADuM225_char_flow	Tr_prop_delay_1M_2p25_2p25	ID#:gxttOrPt7xGyL6hZXyCkjD	tt_Tr_prop_delay_1M_2p25_2p25	20000119							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	Tr_prop_delay_1M_2p25_2p25	ID#:gxttOrPt7xGyL6hZXyCkjD	tPLH_VOA_2p25_2p25	5302		0.000000003	0.000000013	GELE			Numeric Limit	15	tPLH_VOA_2p25_2p25		False						
	ADuM225_char_flow	Tr_prop_delay_1M_2p25_2p25	ID#:gxttOrPt7xGyL6hZXyCkjD	tPLH_VOB_2p25_2p25			0.000000003	0.000000013	GELE			Numeric Limit	15	tPLH_VOB_2p25_2p25		False						
	ADuM225_char_flow	Tf_prop_delay_1M_2p25_2p25	ID#:hBttOrPt7xGyL6hZXyCkjD	tt_Tf_prop_delay_1M_2p25_2p25	20000120							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	Tf_prop_delay_1M_2p25_2p25	ID#:hBttOrPt7xGyL6hZXyCkjD	tPHL_VOA_2p25_2p25	5311		0.000000003	0.000000013	GELE			Numeric Limit	15	tPHL_VOA_2p25_2p25		False						
	ADuM225_char_flow	Tf_prop_delay_1M_2p25_2p25	ID#:hBttOrPt7xGyL6hZXyCkjD	tPHL_VOB_2p25_2p25			0.000000003	0.000000013	GELE			Numeric Limit	15	tPHL_VOB_2p25_2p25		False						
	ADuM225_char_flow	pulse_width_distortion_1M_2p25_2p25	ID#:hRttOrPt7xGyL6hZXyCkjD	tt_pulse_width_distortion_1M_2p25_2p25	20000121							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	pulse_width_distortion_1M_2p25_2p25	ID#:hRttOrPt7xGyL6hZXyCkjD	tPWD_VOA_2p25_2p25	5326		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOA_2p25_2p25		False						
	ADuM225_char_flow	pulse_width_distortion_1M_2p25_2p25	ID#:hRttOrPt7xGyL6hZXyCkjD	tPWD_VOB_2p25_2p25			-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOB_2p25_2p25		False						
	ADuM225_char_flow	ch_ch_match_1M_2p25_2p25	ID#:hhttOrPt7xGyL6hZXyCkjD	tt_ch_ch_match_1M_2p25_2p25	20000122							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	ch_ch_match_1M_2p25_2p25	ID#:hhttOrPt7xGyL6hZXyCkjD	tPSKCD_Fall_2p25_2p25	5336		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Fall_2p25_2p25		False						
	ADuM225_char_flow	ch_ch_match_1M_2p25_2p25	ID#:hhttOrPt7xGyL6hZXyCkjD	tPSKCD_RiseFall_2p25_2p25			-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_RiseFall_2p25_2p25		False						
	ADuM225_char_flow	ch_ch_match_1M_2p25_2p25	ID#:hhttOrPt7xGyL6hZXyCkjD	tPSKCD_Rise_2p25_2p25			-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Rise_2p25_2p25		False						
	ADuM225_char_flow	func_1Mbps_2p25_2p25	ID#:hxttOrPt7xGyL6hZXyCkjD	tt_func_1Mbps_2p25_2p25	20000123							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_1Mbps_2p25_2p25	ID#:hxttOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	5502							Pass/Fail	17	func_1Mbps_2p25_2p25		False						
	ADuM225_char_flow	func_5Mbps_2p25_2p25	ID#:iBttOrPt7xGyL6hZXyCkjD	tt_func_5Mbps_2p25_2p25	20000124							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_5Mbps_2p25_2p25	ID#:iBttOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	5511							Pass/Fail	17	func_5Mbps_2p25_2p25		False						
	ADuM225_char_flow	func_50Mbps_2p25_2p25	ID#:iRttOrPt7xGyL6hZXyCkjD	tt_func_50Mbps_2p25_2p25	20000125							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_50Mbps_2p25_2p25	ID#:iRttOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	5521							Pass/Fail	17	func_50Mbps_2p25_2p25		False						
	ADuM225_char_flow	func_75MHz_2p25_2p25	ID#:ihttOrPt7xGyL6hZXyCkjD	tt_func_75MHz_2p25_2p25	20000126							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_75MHz_2p25_2p25	ID#:ihttOrPt7xGyL6hZXyCkjD	func_75MHz_2p25_2p25	5531							Pass/Fail	17	func_75MHz_2p25_2p25		False						
	ADuM225_char_flow	func_slow_speed_2p25_2p25	ID#:ixttOrPt7xGyL6hZXyCkjD	tt_func_slow_speed_2p25_2p25	20000127							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	func_slow_speed_2p25_2p25	ID#:ixttOrPt7xGyL6hZXyCkjD	func_slow_speed_2p25_2p25	5541							Pass/Fail	17	func_slow_speed_2p25_2p25		False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_2p25_2p25	ID#:jBttOrPt7xGyL6hZXyCkjD	tt_minimum_pulse_width_low_10M_2p25_2p25	20000128							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_2p25_2p25	ID#:jBttOrPt7xGyL6hZXyCkjD	PWL_VOA_2p25_2p25	5609		0.000000002	0.0000000133	GELE			Numeric Limit	15	PWL_VOA_2p25_2p25		False						
	ADuM225_char_flow	minimum_pulse_width_low_10M_2p25_2p25	ID#:jBttOrPt7xGyL6hZXyCkjD	PWL_VOB_2p25_2p25			0.000000002	0.0000000133	GELE			Numeric Limit	15	PWL_VOB_2p25_2p25		False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_2p25_2p25	ID#:jRttOrPt7xGyL6hZXyCkjD	tt_minimum_pulse_width_high_10M_2p25_2p25	20000129							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_2p25_2p25	ID#:jRttOrPt7xGyL6hZXyCkjD	PWH_VOA_2p25_2p25	5613		0.000000002	0.0000000133	GELE			Numeric Limit	15	PWH_VOA_2p25_2p25		False						
	ADuM225_char_flow	minimum_pulse_width_high_10M_2p25_2p25	ID#:jRttOrPt7xGyL6hZXyCkjD	PWH_VOB_2p25_2p25			0.000000002	0.0000000133	GELE			Numeric Limit	15	PWH_VOB_2p25_2p25		False						
	ADuM225_char_flow	input_output_levels_2p25_2p25	ID#:jhttOrPt7xGyL6hZXyCkjD	tt_input_output_levels_2p25_2p25	20000130							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	input_output_levels_2p25_2p25	ID#:jhttOrPt7xGyL6hZXyCkjD	VOL_20uA	5631		0	0.1	GELE			Numeric Limit	11	VOL_20uA		False						
	ADuM225_char_flow	input_output_levels_2p25_2p25	ID#:jhttOrPt7xGyL6hZXyCkjD	VOL_2mA			0	0.4	GELE			Numeric Limit	11	VOL_2mA		False						
	ADuM225_char_flow	input_output_levels_2p25_2p25	ID#:jhttOrPt7xGyL6hZXyCkjD	VOL_4mA			0	0.4	GELE			Numeric Limit	11	VOL_4mA		False						
	ADuM225_char_flow	input_output_levels_2p25_2p25	ID#:jhttOrPt7xGyL6hZXyCkjD	VOH_20uA			_VDD2-0.1	_VDD2+0.1	GELE			Numeric Limit	11	VOH_20uA		False						
	ADuM225_char_flow	input_output_levels_2p25_2p25	ID#:jhttOrPt7xGyL6hZXyCkjD	VOH_2mA			_VDD2-0.4	_VDD2+0.1	GELE			Numeric Limit	11	VOH_2mA		False						
	ADuM225_char_flow	input_output_levels_2p25_2p25	ID#:jhttOrPt7xGyL6hZXyCkjD	VOH_4mA			_VDD2-0.4	_VDD2+0.1	GELE			Numeric Limit	11	VOH_4mA		False						
	ADuM225_char_flow	vil_vih_2p25_2p25	ID#:jxttOrPt7xGyL6hZXyCkjD	tt_vil_vih_2p25_2p25	20000131							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	vil_vih_2p25_2p25	ID#:jxttOrPt7xGyL6hZXyCkjD	VIA_vil	5651		_VDD1*0.3	_VDD1/2	GELE			Numeric Limit	17	VIA_vil		False						
	ADuM225_char_flow	vil_vih_2p25_2p25	ID#:jxttOrPt7xGyL6hZXyCkjD	VIB_vil			_VDD1*0.3	_VDD1/2	GELE			Numeric Limit	17	VIB_vil		False						
	ADuM225_char_flow	vil_vih_2p25_2p25	ID#:jxttOrPt7xGyL6hZXyCkjD	VIA_vih			_VDD1/2	_VDD1*0.7	GELE			Numeric Limit	17	VIA_vih		False						
	ADuM225_char_flow	vil_vih_2p25_2p25	ID#:jxttOrPt7xGyL6hZXyCkjD	VIB_vih			_VDD1/2	_VDD1*0.7	GELE			Numeric Limit	17	VIB_vih		False						
	ADuM225_char_flow	LEAKAGE_2p25_2p25	ID#:kBttOrPt7xGyL6hZXyCkjD	tt_LEAKAGE_2p25_2p25	20000132							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	LEAKAGE_2p25_2p25	ID#:kBttOrPt7xGyL6hZXyCkjD	Iin_low_VDD1	5695		-0.000001	0.000001	GELE			Numeric Limit	13	Iin_low_VDD1		False						
	ADuM225_char_flow	LEAKAGE_2p25_2p25	ID#:kBttOrPt7xGyL6hZXyCkjD	Iin_high_VDD1			-0.000001	0.000001	GELE			Numeric Limit	13	Iin_high_VDD1		False						
	ADuM225_char_flow	idle_supply_current_N0_2p5_2p5	ID#:kRttOrPt7xGyL6hZXyCkjD	tt_idle_supply_current_N0_2p5_2p5	20000133							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	idle_supply_current_N0_2p5_2p5	ID#:kRttOrPt7xGyL6hZXyCkjD	IDD_VDD1_high_2p5_2p5	6201		0.003	0.0095	GELE			Numeric Limit	7	IDD_VDD1_high_2p5_2p5		False						
	ADuM225_char_flow	idle_supply_current_N0_2p5_2p5	ID#:kRttOrPt7xGyL6hZXyCkjD	IDD_VDD2_high_2p5_2p5			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_high_2p5_2p5		False						
	ADuM225_char_flow	idle_supply_current_N0_2p5_2p5	ID#:kRttOrPt7xGyL6hZXyCkjD	IDD_VDD1_low_2p5_2p5			0.0005	0.0012	GELE			Numeric Limit	7	IDD_VDD1_low_2p5_2p5		False						
	ADuM225_char_flow	idle_supply_current_N0_2p5_2p5	ID#:kRttOrPt7xGyL6hZXyCkjD	IDD_VDD2_low_2p5_2p5			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_low_2p5_2p5		False						
	ADuM225_char_flow	idle_supply_current_N1_2p5_2p5	ID#:khttOrPt7xGyL6hZXyCkjD	tt_idle_supply_current_N1_2p5_2p5	20000134							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	idle_supply_current_N1_2p5_2p5	ID#:khttOrPt7xGyL6hZXyCkjD	IDD_VDD1_high_2p5_2p5	6209		0.0005	0.0012	GELE			Numeric Limit	7	IDD_VDD1_high_2p5_2p5		False						
	ADuM225_char_flow	idle_supply_current_N1_2p5_2p5	ID#:khttOrPt7xGyL6hZXyCkjD	IDD_VDD2_high_2p5_2p5			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_high_2p5_2p5		False						
	ADuM225_char_flow	idle_supply_current_N1_2p5_2p5	ID#:khttOrPt7xGyL6hZXyCkjD	IDD_VDD1_low_2p5_2p5			0.003	0.0095	GELE			Numeric Limit	7	IDD_VDD1_low_2p5_2p5		False						
	ADuM225_char_flow	idle_supply_current_N1_2p5_2p5	ID#:khttOrPt7xGyL6hZXyCkjD	IDD_VDD2_low_2p5_2p5			0.0005	0.0018	GELE			Numeric Limit	7	IDD_VDD2_low_2p5_2p5		False						
	ADuM225_char_flow	dynamic_supply_current_1Mbps_2p5_2p5	ID#:kxttOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_1Mbps_2p5_2p5	20000135							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_1Mbps_2p5_2p5	ID#:kxttOrPt7xGyL6hZXyCkjD	IDD_1MB_VDD1_2p5_2p5	6221		0.0005	0.0062	GELE			Numeric Limit	9	IDD_1MB_VDD1_2p5_2p5		False						
	ADuM225_char_flow	dynamic_supply_current_1Mbps_2p5_2p5	ID#:kxttOrPt7xGyL6hZXyCkjD	IDD_1MB_VDD2_2p5_2p5			0.0005	0.0019	GELE			Numeric Limit	9	IDD_1MB_VDD2_2p5_2p5		False						
	ADuM225_char_flow	dynamic_supply_current_10Mbps_2p5_2p5	ID#:lBttOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_10Mbps_2p5_2p5	20000136							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_10Mbps_2p5_2p5	ID#:lBttOrPt7xGyL6hZXyCkjD	IDD_10MB_VDD1_2p5_2p5	6229		0.0005	0.0066	GELE			Numeric Limit	9	IDD_10MB_VDD1_2p5_2p5		False						
	ADuM225_char_flow	dynamic_supply_current_10Mbps_2p5_2p5	ID#:lBttOrPt7xGyL6hZXyCkjD	IDD_10MB_VDD2_2p5_2p5			0.0005	0.0028	GELE			Numeric Limit	9	IDD_10MB_VDD2_2p5_2p5		False						
	ADuM225_char_flow	dynamic_supply_current_25Mbps_2p5_2p5	ID#:lRttOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_25Mbps_2p5_2p5	20000137							Pass/Fail			Seconds()-Locals.StepStartTime	False						
	ADuM225_char_flow	dynamic_supply_current_25Mbps_2p5_2p5	ID#:lRttOrPt7xGyL6hZXyCkjD	IDD_25MB_VDD1_2p5_2p5	6237		0.0005	0.0066	GELE			Numeric Limit	9	IDD_25MB_VDD1_2p5_2p5		False						
	ADuM225_char_flow	dynamic_supply_current_25Mbps_2p5_2p5	ID#:lRttOrPt7xGyL6hZXyCkjD	IDD_25MB_VDD2_2p5_2p5			0.0005	0.0028	GELE			Numeric Limit	9	IDD_25MB_VDD2_2p5_2p5		False						
	ADuM225_char_flow	dynamic_supply_current_100Mbps_2p5_2p5	ID#:lhttOrPt7xGyL6hZXyCkjD	tt_dynamic_supply_current_100Mbps_2p5_2p5	20000138							Pass/Fail			Seconds()-Locals.StepStartTime	False						
